Bundesland;Datum;Altersgrupppe;EW_Fallzahl
Thüringen;2020-02-28;20-59;0.05
Thüringen;2020-02-28;60+;0
Thüringen;2020-02-29;00-19;0.0083333
Thüringen;2020-02-29;20-59;0.1
Thüringen;2020-02-29;60+;0
Thüringen;2020-03-01;00-19;1.0083
Thüringen;2020-03-01;20-59;1.1583
Thüringen;2020-03-01;60+;1.025
Thüringen;2020-03-02;00-19;0.0083333
Thüringen;2020-03-02;20-59;2.125
Thüringen;2020-03-02;60+;1.0167
Thüringen;2020-03-03;00-19;0.1
Thüringen;2020-03-03;20-59;2.2
Thüringen;2020-03-03;60+;2.0083
Thüringen;2020-03-04;00-19;0.025
Thüringen;2020-03-04;20-59;6.225
Thüringen;2020-03-04;60+;2.0167
Thüringen;2020-03-05;00-19;0.041667
Thüringen;2020-03-05;20-59;2.2667
Thüringen;2020-03-05;60+;0.025
Thüringen;2020-03-06;00-19;0.091667
Thüringen;2020-03-06;20-59;6.6
Thüringen;2020-03-06;60+;1.0583
Thüringen;2020-03-07;00-19;0.066667
Thüringen;2020-03-07;20-59;7.65
Thüringen;2020-03-07;60+;2.0583
Thüringen;2020-03-08;00-19;1.1167
Thüringen;2020-03-08;20-59;5.0833
Thüringen;2020-03-08;60+;3.075
Thüringen;2020-03-09;00-19;0.26667
Thüringen;2020-03-09;20-59;8.6083
Thüringen;2020-03-09;60+;2.1417
Thüringen;2020-03-10;00-19;1.325
Thüringen;2020-03-10;20-59;17.908
Thüringen;2020-03-10;60+;7.375
Thüringen;2020-03-11;00-19;1.675
Thüringen;2020-03-11;20-59;25.633
Thüringen;2020-03-11;60+;2.4417
Thüringen;2020-03-12;00-19;1.5667
Thüringen;2020-03-12;20-59;29.758
Thüringen;2020-03-12;60+;1.5
Thüringen;2020-03-13;00-19;5.8417
Thüringen;2020-03-13;20-59;37.067
Thüringen;2020-03-13;60+;6.5417
Thüringen;2020-03-14;00-19;3.8667
Thüringen;2020-03-14;20-59;29.442
Thüringen;2020-03-14;60+;8.8167
Thüringen;2020-03-15;00-19;3.625
Thüringen;2020-03-15;20-59;32.392
Thüringen;2020-03-15;60+;10.05
Thüringen;2020-03-16;00-19;4.6583
Thüringen;2020-03-16;20-59;70.833
Thüringen;2020-03-16;60+;19.35
Thüringen;2020-03-17;00-19;1.525
Thüringen;2020-03-17;20-59;39.6
Thüringen;2020-03-17;60+;17.433
Thüringen;2020-03-18;00-19;3.275
Thüringen;2020-03-18;20-59;50.2
Thüringen;2020-03-18;60+;16.475
Thüringen;2020-03-19;00-19;1.2167
Thüringen;2020-03-19;20-59;40.6
Thüringen;2020-03-19;60+;9.6833
Thüringen;2020-03-20;00-19;4.2583
Thüringen;2020-03-20;20-59;52.658
Thüringen;2020-03-20;60+;17.867
Thüringen;2020-03-21;00-19;6.1083
Thüringen;2020-03-21;20-59;33.633
Thüringen;2020-03-21;60+;18.025
Thüringen;2020-03-22;00-19;1.1083
Thüringen;2020-03-22;20-59;19.083
Thüringen;2020-03-22;60+;12.8
Thüringen;2020-03-23;00-19;5.3
Thüringen;2020-03-23;20-59;47.433
Thüringen;2020-03-23;60+;26.25
Thüringen;2020-03-24;00-19;0.29167
Thüringen;2020-03-24;20-59;27.5
Thüringen;2020-03-24;60+;27.5
Thüringen;2020-03-25;00-19;1.2583
Thüringen;2020-03-25;20-59;26.342
Thüringen;2020-03-25;60+;21.258
Thüringen;2020-03-26;00-19;1.4583
Thüringen;2020-03-26;20-59;40.25
Thüringen;2020-03-26;60+;18.708
Thüringen;2020-03-27;00-19;1.3667
Thüringen;2020-03-27;20-59;40.433
Thüringen;2020-03-27;60+;21
Thüringen;2020-03-28;00-19;1.4583
Thüringen;2020-03-28;20-59;36.817
Thüringen;2020-03-28;60+;11.05
Thüringen;2020-03-29;00-19;3.7333
Thüringen;2020-03-29;20-59;15.375
Thüringen;2020-03-29;60+;15.433
Thüringen;2020-03-30;00-19;3.5833
Thüringen;2020-03-30;20-59;29.375
Thüringen;2020-03-30;60+;24.075
Thüringen;2020-03-31;00-19;1.7583
Thüringen;2020-03-31;20-59;21.092
Thüringen;2020-03-31;60+;13.1
Thüringen;2020-04-01;00-19;4.0417
Thüringen;2020-04-01;20-59;35.933
Thüringen;2020-04-01;60+;19.658
Thüringen;2020-04-02;00-19;1.45
Thüringen;2020-04-02;20-59;24.475
Thüringen;2020-04-02;60+;14.392
Thüringen;2020-04-03;00-19;3.5
Thüringen;2020-04-03;20-59;21.117
Thüringen;2020-04-03;60+;16.325
Thüringen;2020-04-04;00-19;2.4417
Thüringen;2020-04-04;20-59;24.417
Thüringen;2020-04-04;60+;14.992
Thüringen;2020-04-05;00-19;2.275
Thüringen;2020-04-05;20-59;29.075
Thüringen;2020-04-05;60+;8.5583
Thüringen;2020-04-06;00-19;2.45
Thüringen;2020-04-06;20-59;25.358
Thüringen;2020-04-06;60+;12.175
Thüringen;2020-04-07;00-19;3.3917
Thüringen;2020-04-07;20-59;23.9
Thüringen;2020-04-07;60+;15.258
Thüringen;2020-04-08;00-19;0.6
Thüringen;2020-04-08;20-59;25.158
Thüringen;2020-04-08;60+;13.242
Thüringen;2020-04-09;00-19;2.6167
Thüringen;2020-04-09;20-59;23.642
Thüringen;2020-04-09;60+;16.558
Thüringen;2020-04-10;00-19;1.675
Thüringen;2020-04-10;20-59;23.85
Thüringen;2020-04-10;60+;20.6
Thüringen;2020-04-11;00-19;1.6833
Thüringen;2020-04-11;20-59;11.25
Thüringen;2020-04-11;60+;16.75
Thüringen;2020-04-12;00-19;2.6583
Thüringen;2020-04-12;20-59;19.708
Thüringen;2020-04-12;60+;22.325
Thüringen;2020-04-13;00-19;4.0167
Thüringen;2020-04-13;20-59;23.95
Thüringen;2020-04-13;60+;17.258
Thüringen;2020-04-14;00-19;2.8083
Thüringen;2020-04-14;20-59;25.642
Thüringen;2020-04-14;60+;19.308
Thüringen;2020-04-15;00-19;0.94167
Thüringen;2020-04-15;20-59;17.5
Thüringen;2020-04-15;60+;16.208
Thüringen;2020-04-16;00-19;3.6833
Thüringen;2020-04-16;20-59;18.558
Thüringen;2020-04-16;60+;21.383
Thüringen;2020-04-17;00-19;4.95
Thüringen;2020-04-17;20-59;17.017
Thüringen;2020-04-17;60+;17.508
Thüringen;2020-04-18;00-19;2.625
Thüringen;2020-04-18;20-59;22.8
Thüringen;2020-04-18;60+;14.075
Thüringen;2020-04-19;00-19;0.58333
Thüringen;2020-04-19;20-59;22.433
Thüringen;2020-04-19;60+;16.133
Thüringen;2020-04-20;00-19;2.6
Thüringen;2020-04-20;20-59;30.45
Thüringen;2020-04-20;60+;23.208
Thüringen;2020-04-21;00-19;0.375
Thüringen;2020-04-21;20-59;17.167
Thüringen;2020-04-21;60+;21.825
Thüringen;2020-04-22;00-19;1.4667
Thüringen;2020-04-22;20-59;22.608
Thüringen;2020-04-22;60+;15.25
Thüringen;2020-04-23;00-19;0.33333
Thüringen;2020-04-23;20-59;22.567
Thüringen;2020-04-23;60+;16.817
Thüringen;2020-04-24;00-19;0.40833
Thüringen;2020-04-24;20-59;20.667
Thüringen;2020-04-24;60+;18.25
Thüringen;2020-04-25;00-19;2.25
Thüringen;2020-04-25;20-59;13.175
Thüringen;2020-04-25;60+;13.167
Thüringen;2020-04-26;00-19;3.2833
Thüringen;2020-04-26;20-59;13.617
Thüringen;2020-04-26;60+;16.733
Thüringen;2020-04-27;00-19;1.1167
Thüringen;2020-04-27;20-59;19.517
Thüringen;2020-04-27;60+;20.925
Thüringen;2020-04-28;00-19;0.083333
Thüringen;2020-04-28;20-59;18.092
Thüringen;2020-04-28;60+;14.35
Thüringen;2020-04-29;00-19;0.125
Thüringen;2020-04-29;20-59;15.975
Thüringen;2020-04-29;60+;13.292
Thüringen;2020-04-30;00-19;2.1917
Thüringen;2020-04-30;20-59;16.2
Thüringen;2020-04-30;60+;15.217
Thüringen;2020-05-01;00-19;2.2417
Thüringen;2020-05-01;20-59;9.5417
Thüringen;2020-05-01;60+;14.292
Thüringen;2020-05-02;00-19;1.3667
Thüringen;2020-05-02;20-59;5.5167
Thüringen;2020-05-02;60+;10.9
Thüringen;2020-05-03;00-19;0.44167
Thüringen;2020-05-03;20-59;17.3
Thüringen;2020-05-03;60+;11.625
Thüringen;2020-05-04;00-19;2.2083
Thüringen;2020-05-04;20-59;16.075
Thüringen;2020-05-04;60+;14.658
Thüringen;2020-05-05;00-19;2.225
Thüringen;2020-05-05;20-59;10.183
Thüringen;2020-05-05;60+;12.017
Thüringen;2020-05-06;00-19;1.3917
Thüringen;2020-05-06;20-59;11.467
Thüringen;2020-05-06;60+;11.7
Thüringen;2020-05-07;00-19;2.4167
Thüringen;2020-05-07;20-59;14.792
Thüringen;2020-05-07;60+;11.808
Thüringen;2020-05-08;00-19;0.31667
Thüringen;2020-05-08;20-59;14.95
Thüringen;2020-05-08;60+;10.133
Thüringen;2020-05-09;00-19;0.25
Thüringen;2020-05-09;20-59;12.125
Thüringen;2020-05-09;60+;8.5583
Thüringen;2020-05-10;00-19;0.35
Thüringen;2020-05-10;20-59;11.617
Thüringen;2020-05-10;60+;7.1417
Thüringen;2020-05-11;00-19;2.6333
Thüringen;2020-05-11;20-59;14.883
Thüringen;2020-05-11;60+;6.1333
Thüringen;2020-05-12;00-19;1.8
Thüringen;2020-05-12;20-59;7.8167
Thüringen;2020-05-12;60+;9.8083
Thüringen;2020-05-13;00-19;1.5833
Thüringen;2020-05-13;20-59;9.7417
Thüringen;2020-05-13;60+;8.325
Thüringen;2020-05-14;00-19;0.775
Thüringen;2020-05-14;20-59;8.5667
Thüringen;2020-05-14;60+;11.583
Thüringen;2020-05-15;00-19;2.6167
Thüringen;2020-05-15;20-59;8.95
Thüringen;2020-05-15;60+;2.7833
Thüringen;2020-05-16;00-19;1.5417
Thüringen;2020-05-16;20-59;11.633
Thüringen;2020-05-16;60+;5.1667
Thüringen;2020-05-17;00-19;0.65
Thüringen;2020-05-17;20-59;10.683
Thüringen;2020-05-17;60+;5.8083
Thüringen;2020-05-18;00-19;0.825
Thüringen;2020-05-18;20-59;15.792
Thüringen;2020-05-18;60+;10.2
Thüringen;2020-05-19;00-19;1.5833
Thüringen;2020-05-19;20-59;11.925
Thüringen;2020-05-19;60+;6.8417
Thüringen;2020-05-20;00-19;0.375
Thüringen;2020-05-20;20-59;12.3
Thüringen;2020-05-20;60+;9.5833
Thüringen;2020-05-21;00-19;1.5667
Thüringen;2020-05-21;20-59;8.4667
Thüringen;2020-05-21;60+;5.2417
Thüringen;2020-05-22;00-19;2.4083
Thüringen;2020-05-22;20-59;11.692
Thüringen;2020-05-22;60+;9.0917
Thüringen;2020-05-23;00-19;1.6333
Thüringen;2020-05-23;20-59;8.325
Thüringen;2020-05-23;60+;5.0667
Thüringen;2020-05-24;00-19;0.80833
Thüringen;2020-05-24;20-59;7.6583
Thüringen;2020-05-24;60+;6.1
Thüringen;2020-05-25;00-19;0.81667
Thüringen;2020-05-25;20-59;10.192
Thüringen;2020-05-25;60+;11.658
Thüringen;2020-05-26;00-19;0.725
Thüringen;2020-05-26;20-59;5.9583
Thüringen;2020-05-26;60+;6.8
Thüringen;2020-05-27;00-19;2.125
Thüringen;2020-05-27;20-59;8.3083
Thüringen;2020-05-27;60+;11.775
Thüringen;2020-05-28;00-19;1.025
Thüringen;2020-05-28;20-59;6.8667
Thüringen;2020-05-28;60+;5.8167
Thüringen;2020-05-29;00-19;2.0833
Thüringen;2020-05-29;20-59;3.5667
Thüringen;2020-05-29;60+;2.9167
Thüringen;2020-05-30;00-19;0.45
Thüringen;2020-05-30;20-59;4.9833
Thüringen;2020-05-30;60+;1.1833
Thüringen;2020-05-31;00-19;0.70833
Thüringen;2020-05-31;20-59;6.5167
Thüringen;2020-05-31;60+;3.8833
Thüringen;2020-06-01;00-19;0.95
Thüringen;2020-06-01;20-59;3.4083
Thüringen;2020-06-01;60+;2.8917
Thüringen;2020-06-02;00-19;2.9833
Thüringen;2020-06-02;20-59;7.0083
Thüringen;2020-06-02;60+;4.7167
Thüringen;2020-06-03;00-19;2.125
Thüringen;2020-06-03;20-59;5.6167
Thüringen;2020-06-03;60+;4.0167
Thüringen;2020-06-04;00-19;1.975
Thüringen;2020-06-04;20-59;3.2083
Thüringen;2020-06-04;60+;3.4667
Thüringen;2020-06-05;00-19;1.325
Thüringen;2020-06-05;20-59;7.8333
Thüringen;2020-06-05;60+;6.0083
Thüringen;2020-06-06;00-19;0.51667
Thüringen;2020-06-06;20-59;4.6417
Thüringen;2020-06-06;60+;4.1333
Thüringen;2020-06-07;00-19;0.26667
Thüringen;2020-06-07;20-59;4.5167
Thüringen;2020-06-07;60+;2.625
Thüringen;2020-06-08;00-19;0.14167
Thüringen;2020-06-08;20-59;4.5167
Thüringen;2020-06-08;60+;8.7083
Thüringen;2020-06-09;00-19;0.35833
Thüringen;2020-06-09;20-59;4.425
Thüringen;2020-06-09;60+;9.7833
Thüringen;2020-06-10;00-19;0.38333
Thüringen;2020-06-10;20-59;3.4167
Thüringen;2020-06-10;60+;2.5917
Thüringen;2020-06-11;00-19;0.41667
Thüringen;2020-06-11;20-59;6.1167
Thüringen;2020-06-11;60+;6.2333
Thüringen;2020-06-12;00-19;0
Thüringen;2020-06-12;20-59;1.75
Thüringen;2020-06-12;60+;3.875
Thüringen;2020-06-13;00-19;1
Thüringen;2020-06-13;20-59;4.0833
Thüringen;2020-06-13;60+;3.0083
Thüringen;2020-06-14;00-19;1
Thüringen;2020-06-14;20-59;0.975
Thüringen;2020-06-14;60+;1.3417
Thüringen;2020-06-15;00-19;0
Thüringen;2020-06-15;20-59;4.8917
Thüringen;2020-06-15;60+;2.275
Thüringen;2020-06-16;00-19;1
Thüringen;2020-06-16;20-59;3.0083
Thüringen;2020-06-16;60+;3.4833
Thüringen;2020-06-17;00-19;0
Thüringen;2020-06-17;20-59;2.025
Thüringen;2020-06-17;60+;0.75
Thüringen;2020-06-18;00-19;1.0167
Thüringen;2020-06-18;20-59;0.58333
Thüringen;2020-06-18;60+;2.4833
Thüringen;2020-06-19;00-19;1.05
Thüringen;2020-06-19;20-59;1.0583
Thüringen;2020-06-19;60+;2.3583
Thüringen;2020-06-20;00-19;0.033333
Thüringen;2020-06-20;20-59;1.2333
Thüringen;2020-06-20;60+;3.775
Thüringen;2020-06-21;00-19;1.0583
Thüringen;2020-06-21;20-59;3.175
Thüringen;2020-06-21;60+;0.8
Thüringen;2020-06-22;00-19;0.075
Thüringen;2020-06-22;20-59;1.1
Thüringen;2020-06-22;60+;1.75
Thüringen;2020-06-23;00-19;0.23333
Thüringen;2020-06-23;20-59;1.1333
Thüringen;2020-06-23;60+;0.44167
Thüringen;2020-06-24;00-19;0.125
Thüringen;2020-06-24;20-59;1.1583
Thüringen;2020-06-24;60+;0.85833
Thüringen;2020-06-25;00-19;0.13333
Thüringen;2020-06-25;20-59;1.2833
Thüringen;2020-06-25;60+;2.7833
Thüringen;2020-06-26;00-19;0.18333
Thüringen;2020-06-26;20-59;0.425
Thüringen;2020-06-26;60+;1.1083
Thüringen;2020-06-27;00-19;0.225
Thüringen;2020-06-27;20-59;3.3417
Thüringen;2020-06-27;60+;0.44167
Thüringen;2020-06-28;00-19;0.275
Thüringen;2020-06-28;20-59;0.45833
Thüringen;2020-06-28;60+;1.6167
Thüringen;2020-06-29;00-19;0.875
Thüringen;2020-06-29;20-59;1.5333
Thüringen;2020-06-29;60+;0.44167
Thüringen;2020-06-30;00-19;0.425
Thüringen;2020-06-30;20-59;2.4833
Thüringen;2020-06-30;60+;1.1667
Thüringen;2020-07-01;00-19;1.2833
Thüringen;2020-07-01;20-59;2.5583
Thüringen;2020-07-01;60+;0.98333
Thüringen;2020-07-02;00-19;0.15
Thüringen;2020-07-02;20-59;0.36667
Thüringen;2020-07-02;60+;1.5417
Thüringen;2020-07-03;00-19;0.16667
Thüringen;2020-07-03;20-59;0.23333
Thüringen;2020-07-03;60+;1.65
Thüringen;2020-07-04;00-19;1.35
Thüringen;2020-07-04;20-59;2.2417
Thüringen;2020-07-04;60+;1.525
Thüringen;2020-07-05;00-19;0.058333
Thüringen;2020-07-05;20-59;2.3417
Thüringen;2020-07-05;60+;0.91667
Thüringen;2020-07-06;00-19;0.1
Thüringen;2020-07-06;20-59;0.48333
Thüringen;2020-07-06;60+;2.7917
Thüringen;2020-07-07;00-19;0.16667
Thüringen;2020-07-07;20-59;3.65
Thüringen;2020-07-07;60+;0.66667
Thüringen;2020-07-08;00-19;0.11667
Thüringen;2020-07-08;20-59;0.61667
Thüringen;2020-07-08;60+;0.25833
Thüringen;2020-07-09;00-19;0.091667
Thüringen;2020-07-09;20-59;3.85
Thüringen;2020-07-09;60+;0.48333
Thüringen;2020-07-10;00-19;1.0083
Thüringen;2020-07-10;20-59;3.7583
Thüringen;2020-07-10;60+;0.83333
Thüringen;2020-07-11;00-19;0.075
Thüringen;2020-07-11;20-59;3.7167
Thüringen;2020-07-11;60+;0.48333
Thüringen;2020-07-12;00-19;0.083333
Thüringen;2020-07-12;20-59;3.1333
Thüringen;2020-07-12;60+;1.5917
Thüringen;2020-07-13;00-19;0.325
Thüringen;2020-07-13;20-59;0.94167
Thüringen;2020-07-13;60+;0.38333
Thüringen;2020-07-14;00-19;1.225
Thüringen;2020-07-14;20-59;3.9583
Thüringen;2020-07-14;60+;0.36667
Thüringen;2020-07-15;00-19;1.2583
Thüringen;2020-07-15;20-59;1.9417
Thüringen;2020-07-15;60+;0.575
Thüringen;2020-07-16;00-19;0.38333
Thüringen;2020-07-16;20-59;0.68333
Thüringen;2020-07-16;60+;0.35
Thüringen;2020-07-17;00-19;2.65
Thüringen;2020-07-17;20-59;1.7417
Thüringen;2020-07-17;60+;0.225
Thüringen;2020-07-18;00-19;0.475
Thüringen;2020-07-18;20-59;0.75
Thüringen;2020-07-18;60+;0.81667
Thüringen;2020-07-19;00-19;0.51667
Thüringen;2020-07-19;20-59;2.75
Thüringen;2020-07-19;60+;0.85833
Thüringen;2020-07-20;00-19;1.5583
Thüringen;2020-07-20;20-59;1.0417
Thüringen;2020-07-20;60+;1.775
Thüringen;2020-07-21;00-19;1.3333
Thüringen;2020-07-21;20-59;4.4333
Thüringen;2020-07-21;60+;0.99167
Thüringen;2020-07-22;00-19;1.4167
Thüringen;2020-07-22;20-59;1.55
Thüringen;2020-07-22;60+;0.71667
Thüringen;2020-07-23;00-19;1.2167
Thüringen;2020-07-23;20-59;4.4833
Thüringen;2020-07-23;60+;0.15
Thüringen;2020-07-24;00-19;0.11667
Thüringen;2020-07-24;20-59;3.4333
Thüringen;2020-07-24;60+;1.7
Thüringen;2020-07-25;00-19;0.14167
Thüringen;2020-07-25;20-59;1.3167
Thüringen;2020-07-25;60+;1.6667
Thüringen;2020-07-26;00-19;0.21667
Thüringen;2020-07-26;20-59;1.2583
Thüringen;2020-07-26;60+;1.4
Thüringen;2020-07-27;00-19;0.28333
Thüringen;2020-07-27;20-59;1.8833
Thüringen;2020-07-27;60+;1.1917
Thüringen;2020-07-28;00-19;0.65833
Thüringen;2020-07-28;20-59;3.8917
Thüringen;2020-07-28;60+;0.90833
Thüringen;2020-07-29;00-19;1.8417
Thüringen;2020-07-29;20-59;3.5667
Thüringen;2020-07-29;60+;0.88333
Thüringen;2020-07-30;00-19;0.86667
Thüringen;2020-07-30;20-59;5.9583
Thüringen;2020-07-30;60+;2.0417
Thüringen;2020-07-31;00-19;0.76667
Thüringen;2020-07-31;20-59;3.05
Thüringen;2020-07-31;60+;1.625
Thüringen;2020-08-01;00-19;0.88333
Thüringen;2020-08-01;20-59;4.7833
Thüringen;2020-08-01;60+;1.8667
Thüringen;2020-08-02;00-19;2.3083
Thüringen;2020-08-02;20-59;3.0417
Thüringen;2020-08-02;60+;2.6
Thüringen;2020-08-03;00-19;2.1167
Thüringen;2020-08-03;20-59;4.3
Thüringen;2020-08-03;60+;2.1167
Thüringen;2020-08-04;00-19;1.1833
Thüringen;2020-08-04;20-59;3.7667
Thüringen;2020-08-04;60+;0.90833
Thüringen;2020-08-05;00-19;1.9917
Thüringen;2020-08-05;20-59;8.1917
Thüringen;2020-08-05;60+;0.6
Thüringen;2020-08-06;00-19;1.225
Thüringen;2020-08-06;20-59;2.6917
Thüringen;2020-08-06;60+;1.7833
Thüringen;2020-08-07;00-19;1.5417
Thüringen;2020-08-07;20-59;5.4417
Thüringen;2020-08-07;60+;0.63333
Thüringen;2020-08-08;00-19;1.05
Thüringen;2020-08-08;20-59;5.4667
Thüringen;2020-08-08;60+;2.775
Thüringen;2020-08-09;00-19;3.425
Thüringen;2020-08-09;20-59;6.5583
Thüringen;2020-08-09;60+;0.525
Thüringen;2020-08-10;00-19;3.9583
Thüringen;2020-08-10;20-59;8.1083
Thüringen;2020-08-10;60+;0.275
Thüringen;2020-08-11;00-19;3.125
Thüringen;2020-08-11;20-59;3.95
Thüringen;2020-08-11;60+;1.4417
Thüringen;2020-08-12;00-19;2.2333
Thüringen;2020-08-12;20-59;7.1583
Thüringen;2020-08-12;60+;0.35833
Thüringen;2020-08-13;00-19;2.325
Thüringen;2020-08-13;20-59;6.0667
Thüringen;2020-08-13;60+;2.0167
Thüringen;2020-08-14;00-19;2.3833
Thüringen;2020-08-14;20-59;6.1917
Thüringen;2020-08-14;60+;0.40833
Thüringen;2020-08-15;00-19;1.3833
Thüringen;2020-08-15;20-59;3.5667
Thüringen;2020-08-15;60+;1.4917
Thüringen;2020-08-16;00-19;2.2833
Thüringen;2020-08-16;20-59;5.0667
Thüringen;2020-08-16;60+;0.33333
Thüringen;2020-08-17;00-19;3.0583
Thüringen;2020-08-17;20-59;5.525
Thüringen;2020-08-17;60+;1.3417
Thüringen;2020-08-18;00-19;3.4417
Thüringen;2020-08-18;20-59;4.6167
Thüringen;2020-08-18;60+;0.64167
Thüringen;2020-08-19;00-19;2.0167
Thüringen;2020-08-19;20-59;7.275
Thüringen;2020-08-19;60+;2.825
Thüringen;2020-08-20;00-19;1.575
Thüringen;2020-08-20;20-59;3.7333
Thüringen;2020-08-20;60+;0.31667
Thüringen;2020-08-21;00-19;1.55
Thüringen;2020-08-21;20-59;3.2417
Thüringen;2020-08-21;60+;0.64167
Thüringen;2020-08-22;00-19;2.9417
Thüringen;2020-08-22;20-59;3.2167
Thüringen;2020-08-22;60+;0.26667
Thüringen;2020-08-23;00-19;2.0167
Thüringen;2020-08-23;20-59;6.7833
Thüringen;2020-08-23;60+;1.2333
Thüringen;2020-08-24;00-19;3.5083
Thüringen;2020-08-24;20-59;6.0333
Thüringen;2020-08-24;60+;0.33333
Thüringen;2020-08-25;00-19;4.9167
Thüringen;2020-08-25;20-59;6.2333
Thüringen;2020-08-25;60+;0.4
Thüringen;2020-08-26;00-19;3.325
Thüringen;2020-08-26;20-59;6.5667
Thüringen;2020-08-26;60+;0.25833
Thüringen;2020-08-27;00-19;5.3917
Thüringen;2020-08-27;20-59;6.8917
Thüringen;2020-08-27;60+;0.23333
Thüringen;2020-08-28;00-19;4.0417
Thüringen;2020-08-28;20-59;3.3
Thüringen;2020-08-28;60+;2.3333
Thüringen;2020-08-29;00-19;1.6833
Thüringen;2020-08-29;20-59;6.5833
Thüringen;2020-08-29;60+;1.225
Thüringen;2020-08-30;00-19;2.6417
Thüringen;2020-08-30;20-59;5.8083
Thüringen;2020-08-30;60+;1.25
Thüringen;2020-08-31;00-19;1.5083
Thüringen;2020-08-31;20-59;5.85
Thüringen;2020-08-31;60+;0.34167
Thüringen;2020-09-01;00-19;2.9417
Thüringen;2020-09-01;20-59;4.4333
Thüringen;2020-09-01;60+;1.3333
Thüringen;2020-09-02;00-19;1.6333
Thüringen;2020-09-02;20-59;4.6917
Thüringen;2020-09-02;60+;2.5917
Thüringen;2020-09-03;00-19;3.6417
Thüringen;2020-09-03;20-59;9.275
Thüringen;2020-09-03;60+;7.9
Thüringen;2020-09-04;00-19;0.525
Thüringen;2020-09-04;20-59;10.333
Thüringen;2020-09-04;60+;3.775
Thüringen;2020-09-05;00-19;0.66667
Thüringen;2020-09-05;20-59;5.55
Thüringen;2020-09-05;60+;8.2167
Thüringen;2020-09-06;00-19;0.71667
Thüringen;2020-09-06;20-59;7.2833
Thüringen;2020-09-06;60+;2.975
Thüringen;2020-09-07;00-19;1.05
Thüringen;2020-09-07;20-59;9.25
Thüringen;2020-09-07;60+;2.925
Thüringen;2020-09-08;00-19;3.0417
Thüringen;2020-09-08;20-59;12.7
Thüringen;2020-09-08;60+;11.442
Thüringen;2020-09-09;00-19;1.9333
Thüringen;2020-09-09;20-59;9.25
Thüringen;2020-09-09;60+;12.85
Thüringen;2020-09-10;00-19;4.925
Thüringen;2020-09-10;20-59;14.208
Thüringen;2020-09-10;60+;6.7667
Thüringen;2020-09-11;00-19;1.7667
Thüringen;2020-09-11;20-59;18.3
Thüringen;2020-09-11;60+;7.8167
Thüringen;2020-09-12;00-19;1.625
Thüringen;2020-09-12;20-59;10.133
Thüringen;2020-09-12;60+;5.825
Thüringen;2020-09-13;00-19;1.6083
Thüringen;2020-09-13;20-59;8.35
Thüringen;2020-09-13;60+;5.9
Thüringen;2020-09-14;00-19;2.2917
Thüringen;2020-09-14;20-59;10.867
Thüringen;2020-09-14;60+;11.15
Thüringen;2020-09-15;00-19;1.6333
Thüringen;2020-09-15;20-59;15.108
Thüringen;2020-09-15;60+;4.2917
Thüringen;2020-09-16;00-19;5.425
Thüringen;2020-09-16;20-59;11.692
Thüringen;2020-09-16;60+;6.0833
Thüringen;2020-09-17;00-19;0.50833
Thüringen;2020-09-17;20-59;7.6583
Thüringen;2020-09-17;60+;6.125
Thüringen;2020-09-18;00-19;2.5583
Thüringen;2020-09-18;20-59;13.017
Thüringen;2020-09-18;60+;3.45
Thüringen;2020-09-19;00-19;2.525
Thüringen;2020-09-19;20-59;2.6167
Thüringen;2020-09-19;60+;2.3167
Thüringen;2020-09-20;00-19;2.525
Thüringen;2020-09-20;20-59;5.925
Thüringen;2020-09-20;60+;2.9417
Thüringen;2020-09-21;00-19;0.38333
Thüringen;2020-09-21;20-59;8
Thüringen;2020-09-21;60+;4.325
Thüringen;2020-09-22;00-19;1.7333
Thüringen;2020-09-22;20-59;9.075
Thüringen;2020-09-22;60+;3.45
Thüringen;2020-09-23;00-19;3.75
Thüringen;2020-09-23;20-59;9.1333
Thüringen;2020-09-23;60+;3.4167
Thüringen;2020-09-24;00-19;1.975
Thüringen;2020-09-24;20-59;9.6167
Thüringen;2020-09-24;60+;6.9
Thüringen;2020-09-25;00-19;4.3083
Thüringen;2020-09-25;20-59;12.4
Thüringen;2020-09-25;60+;6.9417
Thüringen;2020-09-26;00-19;1.4417
Thüringen;2020-09-26;20-59;12.592
Thüringen;2020-09-26;60+;9.4
Thüringen;2020-09-27;00-19;1.6083
Thüringen;2020-09-27;20-59;11.367
Thüringen;2020-09-27;60+;7.7417
Thüringen;2020-09-28;00-19;3.5167
Thüringen;2020-09-28;20-59;14.417
Thüringen;2020-09-28;60+;9.6583
Thüringen;2020-09-29;00-19;1.7833
Thüringen;2020-09-29;20-59;11.658
Thüringen;2020-09-29;60+;10.925
Thüringen;2020-09-30;00-19;5.7667
Thüringen;2020-09-30;20-59;15.308
Thüringen;2020-09-30;60+;10.3
Thüringen;2020-10-01;00-19;2.6583
Thüringen;2020-10-01;20-59;18.025
Thüringen;2020-10-01;60+;9.9333
Thüringen;2020-10-02;00-19;3.3917
Thüringen;2020-10-02;20-59;13.908
Thüringen;2020-10-02;60+;15.1
Thüringen;2020-10-03;00-19;2.8
Thüringen;2020-10-03;20-59;9.5583
Thüringen;2020-10-03;60+;14.525
Thüringen;2020-10-04;00-19;4.8917
Thüringen;2020-10-04;20-59;17.05
Thüringen;2020-10-04;60+;13.333
Thüringen;2020-10-05;00-19;7.025
