Zeitpunkt;Bundesland;Kreis;Kreisschlüssel;Altersgruppe;Bevölkerung
Ende 2020;Baden-Württemberg;LK Lörrach;08336;00-17;40610
Ende 2020;Baden-Württemberg;LK Lörrach;08336;18-59;124052
Ende 2020;Baden-Württemberg;LK Lörrach;08336;60+;64180
Ende 2020;Niedersachsen;LK Lüchow-Dannenberg;03354;00-17;7335
Ende 2020;Niedersachsen;LK Lüchow-Dannenberg;03354;18-59;23299
Ende 2020;Niedersachsen;LK Lüchow-Dannenberg;03354;60+;17869
Ende 2020;Niedersachsen;LK Lüneburg;03355;00-17;31577
Ende 2020;Niedersachsen;LK Lüneburg;03355;18-59;102415
Ende 2020;Niedersachsen;LK Lüneburg;03355;60+;50243
Ende 2020;Hessen;LK Main-Kinzig-Kreis;06435;00-17;71259
Ende 2020;Hessen;LK Main-Kinzig-Kreis;06435;18-59;228409
Ende 2020;Hessen;LK Main-Kinzig-Kreis;06435;60+;122021
Ende 2020;Bayern;LK Main-Spessart;09677;00-17;19543
Ende 2020;Bayern;LK Main-Spessart;09677;18-59;66222
Ende 2020;Bayern;LK Main-Spessart;09677;60+;40211
Ende 2020;Baden-Württemberg;LK Main-Tauber-Kreis;08128;00-17;21723
Ende 2020;Baden-Württemberg;LK Main-Tauber-Kreis;08128;18-59;70111
Ende 2020;Baden-Württemberg;LK Main-Tauber-Kreis;08128;60+;40850
Ende 2020;Hessen;LK Main-Taunus-Kreis;06436;00-17;43566
Ende 2020;Hessen;LK Main-Taunus-Kreis;06436;18-59;129607
Ende 2020;Hessen;LK Main-Taunus-Kreis;06436;60+;66091
Ende 2020;Rheinland-Pfalz;LK Mainz-Bingen;07339;00-17;36791
Ende 2020;Rheinland-Pfalz;LK Mainz-Bingen;07339;18-59;113344
Ende 2020;Rheinland-Pfalz;LK Mainz-Bingen;07339;60+;61390
Ende 2020;Sachsen-Anhalt;LK Mansfeld-Südharz;15087;00-17;18298
Ende 2020;Sachsen-Anhalt;LK Mansfeld-Südharz;15087;18-59;62327
Ende 2020;Sachsen-Anhalt;LK Mansfeld-Südharz;15087;60+;53065
Ende 2020;Hessen;LK Marburg-Biedenkopf;06534;00-17;39256
Ende 2020;Hessen;LK Marburg-Biedenkopf;06534;18-59;140522
Ende 2020;Hessen;LK Marburg-Biedenkopf;06534;60+;66125
Ende 2020;Rheinland-Pfalz;LK Mayen-Koblenz;07137;00-17;35332
Ende 2020;Rheinland-Pfalz;LK Mayen-Koblenz;07137;18-59;114758
Ende 2020;Rheinland-Pfalz;LK Mayen-Koblenz;07137;60+;64696
Ende 2020;Mecklenburg-Vorpommern;LK Mecklenburgische Seenplatte;13071;00-17;39097
Ende 2020;Mecklenburg-Vorpommern;LK Mecklenburgische Seenplatte;13071;18-59;124674
Ende 2020;Mecklenburg-Vorpommern;LK Mecklenburgische Seenplatte;13071;60+;94286
Ende 2020;Sachsen;LK Meißen;14627;00-17;39230
Ende 2020;Sachsen;LK Meißen;14627;18-59;114316
Ende 2020;Sachsen;LK Meißen;14627;60+;86825
Ende 2020;Saarland;LK Merzig-Wadern;10042;00-17;15570
Ende 2020;Saarland;LK Merzig-Wadern;10042;18-59;54847
Ende 2020;Saarland;LK Merzig-Wadern;10042;60+;33054
Ende 2020;Nordrhein-Westfalen;LK Mettmann;05158;00-17;81527
Ende 2020;Nordrhein-Westfalen;LK Mettmann;05158;18-59;251062
Ende 2020;Nordrhein-Westfalen;LK Mettmann;05158;60+;151733
Ende 2020;Bayern;LK Miesbach;09182;00-17;16621
Ende 2020;Bayern;LK Miesbach;09182;18-59;54035
Ende 2020;Bayern;LK Miesbach;09182;60+;29527
Ende 2020;Bayern;LK Miltenberg;09676;00-17;21233
Ende 2020;Bayern;LK Miltenberg;09676;18-59;69495
Ende 2020;Bayern;LK Miltenberg;09676;60+;38015
Ende 2020;Nordrhein-Westfalen;LK Minden-Lübbecke;05770;00-17;54540
Ende 2020;Nordrhein-Westfalen;LK Minden-Lübbecke;05770;18-59;163049
Ende 2020;Nordrhein-Westfalen;LK Minden-Lübbecke;05770;60+;92681
Ende 2020;Sachsen;LK Mittelsachsen;14522;00-17;46341
Ende 2020;Sachsen;LK Mittelsachsen;14522;18-59;144043
Ende 2020;Sachsen;LK Mittelsachsen;14522;60+;111090
Ende 2020;Brandenburg;LK Märkisch-Oderland;12064;00-17;32081
Ende 2020;Brandenburg;LK Märkisch-Oderland;12064;18-59;99189
Ende 2020;Brandenburg;LK Märkisch-Oderland;12064;60+;65925
Ende 2020;Nordrhein-Westfalen;LK Märkischer Kreis;05962;00-17;68673
Ende 2020;Nordrhein-Westfalen;LK Märkischer Kreis;05962;18-59;217649
Ende 2020;Nordrhein-Westfalen;LK Märkischer Kreis;05962;60+;122340
Ende 2020;Bayern;LK Mühldorf a.Inn;09183;00-17;20135
Ende 2020;Bayern;LK Mühldorf a.Inn;09183;18-59;64507
Ende 2020;Bayern;LK Mühldorf a.Inn;09183;60+;31841
Ende 2020;Bayern;LK München;09184;00-17;63766
Ende 2020;Bayern;LK München;09184;18-59;193576
Ende 2020;Bayern;LK München;09184;60+;92343
Ende 2020;Baden-Württemberg;LK Neckar-Odenwald-Kreis;08225;00-17;23727
Ende 2020;Baden-Württemberg;LK Neckar-Odenwald-Kreis;08225;18-59;76901
Ende 2020;Baden-Württemberg;LK Neckar-Odenwald-Kreis;08225;60+;43169
Ende 2020;Bayern;LK Neu-Ulm;09775;00-17;30365
Ende 2020;Bayern;LK Neu-Ulm;09775;18-59;97526
Ende 2020;Bayern;LK Neu-Ulm;09775;60+;47932
Ende 2020;Bayern;LK Neuburg-Schrobenhausen;09185;00-17;17495
Ende 2020;Bayern;LK Neuburg-Schrobenhausen;09185;18-59;54154
Ende 2020;Bayern;LK Neuburg-Schrobenhausen;09185;60+;26081
Ende 2020;Bayern;LK Neumarkt i.d.OPf.;09373;00-17;23124
Ende 2020;Bayern;LK Neumarkt i.d.OPf.;09373;18-59;75639
Ende 2020;Bayern;LK Neumarkt i.d.OPf.;09373;60+;36462
Ende 2020;Saarland;LK Neunkirchen;10043;00-17;19387
Ende 2020;Saarland;LK Neunkirchen;10043;18-59;68000
Ende 2020;Saarland;LK Neunkirchen;10043;60+;43785
Ende 2020;Bayern;LK Neustadt a.d.Aisch-Bad Windsheim;09575;00-17;17055
Ende 2020;Bayern;LK Neustadt a.d.Aisch-Bad Windsheim;09575;18-59;54808
Ende 2020;Bayern;LK Neustadt a.d.Aisch-Bad Windsheim;09575;60+;29409
Ende 2020;Bayern;LK Neustadt a.d.Waldnaab;09374;00-17;15532
Ende 2020;Bayern;LK Neustadt a.d.Waldnaab;09374;18-59;51304
Ende 2020;Bayern;LK Neustadt a.d.Waldnaab;09374;60+;27809
Ende 2020;Rheinland-Pfalz;LK Neuwied;07138;00-17;31382
Ende 2020;Rheinland-Pfalz;LK Neuwied;07138;18-59;96281
Ende 2020;Rheinland-Pfalz;LK Neuwied;07138;60+;55468
Ende 2020;Niedersachsen;LK Nienburg (Weser);03256;00-17;20666
Ende 2020;Niedersachsen;LK Nienburg (Weser);03256;18-59;64076
Ende 2020;Niedersachsen;LK Nienburg (Weser);03256;60+;36903
Ende 2020;Schleswig-Holstein;LK Nordfriesland;01054;00-17;25829
Ende 2020;Schleswig-Holstein;LK Nordfriesland;01054;18-59;87780
Ende 2020;Schleswig-Holstein;LK Nordfriesland;01054;60+;53538
Ende 2020;Thüringen;LK Nordhausen;16062;00-17;12524
Ende 2020;Thüringen;LK Nordhausen;16062;18-59;40480
Ende 2020;Thüringen;LK Nordhausen;16062;60+;29452
Ende 2020;Sachsen;LK Nordsachsen;14730;00-17;31458
Ende 2020;Sachsen;LK Nordsachsen;14730;18-59;97106
Ende 2020;Sachsen;LK Nordsachsen;14730;60+;68880
Ende 2020;Mecklenburg-Vorpommern;LK Nordwestmecklenburg;13074;00-17;25178
Ende 2020;Mecklenburg-Vorpommern;LK Nordwestmecklenburg;13074;18-59;80507
Ende 2020;Mecklenburg-Vorpommern;LK Nordwestmecklenburg;13074;60+;52290
Ende 2020;Niedersachsen;LK Northeim;03155;00-17;19977
Ende 2020;Niedersachsen;LK Northeim;03155;18-59;66992
Ende 2020;Niedersachsen;LK Northeim;03155;60+;44803
Ende 2020;Bayern;LK Nürnberger Land;09574;00-17;28450
Ende 2020;Bayern;LK Nürnberger Land;09574;18-59;91364
Ende 2020;Bayern;LK Nürnberger Land;09574;60+;51329
Ende 2020;Bayern;LK Oberallgäu;09780;00-17;25701
Ende 2020;Bayern;LK Oberallgäu;09780;18-59;83330
Ende 2020;Bayern;LK Oberallgäu;09780;60+;47277
Ende 2020;Nordrhein-Westfalen;LK Oberbergischer Kreis;05374;00-17;47778
Ende 2020;Nordrhein-Westfalen;LK Oberbergischer Kreis;05374;18-59;144209
Ende 2020;Nordrhein-Westfalen;LK Oberbergischer Kreis;05374;60+;79712
Ende 2020;Brandenburg;LK Oberhavel;12065;00-17;35552
Ende 2020;Brandenburg;LK Oberhavel;12065;18-59;111238
Ende 2020;Brandenburg;LK Oberhavel;12065;60+;67444
Ende 2020;Brandenburg;LK Oberspreewald-Lausitz;12066;00-17;15351
Ende 2020;Brandenburg;LK Oberspreewald-Lausitz;12066;18-59;51578
Ende 2020;Brandenburg;LK Oberspreewald-Lausitz;12066;60+;41467
Ende 2020;Hessen;LK Odenwaldkreis;06437;00-17;15364
Ende 2020;Hessen;LK Odenwaldkreis;06437;18-59;50411
Ende 2020;Hessen;LK Odenwaldkreis;06437;60+;30979
Ende 2020;Brandenburg;LK Oder-Spree;12067;00-17;27831
Ende 2020;Brandenburg;LK Oder-Spree;12067;18-59;86666
Ende 2020;Brandenburg;LK Oder-Spree;12067;60+;64779
Ende 2020;Hessen;LK Offenbach;06438;00-17;62813
Ende 2020;Hessen;LK Offenbach;06438;18-59;194011
Ende 2020;Hessen;LK Offenbach;06438;60+;99718
Ende 2020;Niedersachsen;LK Oldenburg;03458;00-17;22312
Ende 2020;Niedersachsen;LK Oldenburg;03458;18-59;70952
Ende 2020;Niedersachsen;LK Oldenburg;03458;60+;38203
Ende 2020;Nordrhein-Westfalen;LK Olpe;05966;00-17;22756
Ende 2020;Nordrhein-Westfalen;LK Olpe;05966;18-59;72848
Ende 2020;Nordrhein-Westfalen;LK Olpe;05966;60+;37758
Ende 2020;Baden-Württemberg;LK Ortenaukreis;08317;00-17;75076
Ende 2020;Baden-Württemberg;LK Ortenaukreis;08317;18-59;233682
Ende 2020;Baden-Württemberg;LK Ortenaukreis;08317;60+;123822
Ende 2020;Niedersachsen;LK Osnabrück;03459;00-17;64330
Ende 2020;Niedersachsen;LK Osnabrück;03459;18-59;192522
Ende 2020;Niedersachsen;LK Osnabrück;03459;60+;102619
Ende 2020;Baden-Württemberg;LK Ostalbkreis;08136;00-17;53702
Ende 2020;Baden-Württemberg;LK Ostalbkreis;08136;18-59;172089
Ende 2020;Baden-Württemberg;LK Ostalbkreis;08136;60+;88503
Ende 2020;Bayern;LK Ostallgäu;09777;00-17;24990
Ende 2020;Bayern;LK Ostallgäu;09777;18-59;76453
Ende 2020;Bayern;LK Ostallgäu;09777;60+;40464
Ende 2020;Niedersachsen;LK Osterholz;03356;00-17;19361
Ende 2020;Niedersachsen;LK Osterholz;03356;18-59;59483
Ende 2020;Niedersachsen;LK Osterholz;03356;60+;35796
Ende 2020;Schleswig-Holstein;LK Ostholstein;01055;00-17;28768
Ende 2020;Schleswig-Holstein;LK Ostholstein;01055;18-59;100411
Ende 2020;Schleswig-Holstein;LK Ostholstein;01055;60+;72308
Ende 2020;Brandenburg;LK Ostprignitz-Ruppin;12068;00-17;14716
Ende 2020;Brandenburg;LK Ostprignitz-Ruppin;12068;18-59;48346
Ende 2020;Brandenburg;LK Ostprignitz-Ruppin;12068;60+;35746
Ende 2020;Nordrhein-Westfalen;LK Paderborn;05774;00-17;54608
Ende 2020;Nordrhein-Westfalen;LK Paderborn;05774;18-59;174515
Ende 2020;Nordrhein-Westfalen;LK Paderborn;05774;60+;79212
Ende 2020;Bayern;LK Passau;09275;00-17;30564
Ende 2020;Bayern;LK Passau;09275;18-59;103683
Ende 2020;Bayern;LK Passau;09275;60+;59207
Ende 2020;Niedersachsen;LK Peine;03157;00-17;24222
Ende 2020;Niedersachsen;LK Peine;03157;18-59;72767
Ende 2020;Niedersachsen;LK Peine;03157;60+;38855
Ende 2020;Bayern;LK Pfaffenhofen a.d.Ilm;09186;00-17;22935
Ende 2020;Bayern;LK Pfaffenhofen a.d.Ilm;09186;18-59;73378
Ende 2020;Bayern;LK Pfaffenhofen a.d.Ilm;09186;60+;32815
Ende 2020;Schleswig-Holstein;LK Pinneberg;01056;00-17;54321
Ende 2020;Schleswig-Holstein;LK Pinneberg;01056;18-59;170634
Ende 2020;Schleswig-Holstein;LK Pinneberg;01056;60+;92130
Ende 2020;Schleswig-Holstein;LK Plön;01057;00-17;20592
Ende 2020;Schleswig-Holstein;LK Plön;01057;18-59;64617
Ende 2020;Schleswig-Holstein;LK Plön;01057;60+;44144
Ende 2020;Brandenburg;LK Potsdam-Mittelmark;12069;00-17;37977
Ende 2020;Brandenburg;LK Potsdam-Mittelmark;12069;18-59;111444
Ende 2020;Brandenburg;LK Potsdam-Mittelmark;12069;60+;68533
Ende 2020;Brandenburg;LK Prignitz;12070;00-17;10605
Ende 2020;Brandenburg;LK Prignitz;12070;18-59;36285
Ende 2020;Brandenburg;LK Prignitz;12070;60+;29206
Ende 2020;Baden-Württemberg;LK Rastatt;08216;00-17;38235
Ende 2020;Baden-Württemberg;LK Rastatt;08216;18-59;125010
Ende 2020;Baden-Württemberg;LK Rastatt;08216;60+;68846
Ende 2020;Baden-Württemberg;LK Ravensburg;08436;00-17;50248
Ende 2020;Baden-Württemberg;LK Ravensburg;08436;18-59;158136
Ende 2020;Baden-Württemberg;LK Ravensburg;08436;60+;77504
Ende 2020;Nordrhein-Westfalen;LK Recklinghausen;05562;00-17;100642
Ende 2020;Nordrhein-Westfalen;LK Recklinghausen;05562;18-59;322103
Ende 2020;Nordrhein-Westfalen;LK Recklinghausen;05562;60+;190854
Ende 2020;Bayern;LK Regen;09276;00-17;12006
Ende 2020;Bayern;LK Regen;09276;18-59;41202
Ende 2020;Bayern;LK Regen;09276;60+;24105
Ende 2020;Bayern;LK Regensburg;09375;00-17;33861
Ende 2020;Bayern;LK Regensburg;09375;18-59;107091
Ende 2020;Bayern;LK Regensburg;09375;60+;53323
Ende 2020;Baden-Württemberg;LK Rems-Murr-Kreis;08119;00-17;73765
Ende 2020;Baden-Württemberg;LK Rems-Murr-Kreis;08119;18-59;233059
Ende 2020;Baden-Württemberg;LK Rems-Murr-Kreis;08119;60+;120462
Ende 2020;Schleswig-Holstein;LK Rendsburg-Eckernförde;01058;00-17;46162
Ende 2020;Schleswig-Holstein;LK Rendsburg-Eckernförde;01058;18-59;142965
Ende 2020;Schleswig-Holstein;LK Rendsburg-Eckernförde;01058;60+;85638
Ende 2020;Baden-Württemberg;LK Reutlingen;08415;00-17;50127
Ende 2020;Baden-Württemberg;LK Reutlingen;08415;18-59;156963
Ende 2020;Baden-Württemberg;LK Reutlingen;08415;60+;80407
Ende 2020;Nordrhein-Westfalen;LK Rhein-Erft-Kreis;05362;00-17;81994
Ende 2020;Nordrhein-Westfalen;LK Rhein-Erft-Kreis;05362;18-59;252340
Ende 2020;Nordrhein-Westfalen;LK Rhein-Erft-Kreis;05362;60+;135277
Ende 2020;Rheinland-Pfalz;LK Rhein-Hunsrück-Kreis;07140;00-17;16758
Ende 2020;Rheinland-Pfalz;LK Rhein-Hunsrück-Kreis;07140;18-59;54131
Ende 2020;Rheinland-Pfalz;LK Rhein-Hunsrück-Kreis;07140;60+;32512
Ende 2020;Nordrhein-Westfalen;LK Rhein-Kreis Neuss;05162;00-17;78613
Ende 2020;Nordrhein-Westfalen;LK Rhein-Kreis Neuss;05162;18-59;240289
Ende 2020;Nordrhein-Westfalen;LK Rhein-Kreis Neuss;05162;60+;133099
Ende 2020;Rheinland-Pfalz;LK Rhein-Lahn-Kreis;07141;00-17;19707
Ende 2020;Rheinland-Pfalz;LK Rhein-Lahn-Kreis;07141;18-59;64108
Ende 2020;Rheinland-Pfalz;LK Rhein-Lahn-Kreis;07141;60+;38759
Ende 2020;Baden-Württemberg;LK Rhein-Neckar-Kreis;08226;00-17;92966
Ende 2020;Baden-Württemberg;LK Rhein-Neckar-Kreis;08226;18-59;295844
Ende 2020;Baden-Württemberg;LK Rhein-Neckar-Kreis;08226;60+;159423
Ende 2020;Rheinland-Pfalz;LK Rhein-Pfalz-Kreis;07338;00-17;26288
Ende 2020;Rheinland-Pfalz;LK Rhein-Pfalz-Kreis;07338;18-59;81000
Ende 2020;Rheinland-Pfalz;LK Rhein-Pfalz-Kreis;07338;60+;47466
Ende 2020;Nordrhein-Westfalen;LK Rhein-Sieg-Kreis;05382;00-17;105538
Ende 2020;Nordrhein-Westfalen;LK Rhein-Sieg-Kreis;05382;18-59;319542
Ende 2020;Nordrhein-Westfalen;LK Rhein-Sieg-Kreis;05382;60+;175295
Ende 2020;Hessen;LK Rheingau-Taunus-Kreis;06439;00-17;30583
Ende 2020;Hessen;LK Rheingau-Taunus-Kreis;06439;18-59;99173
Ende 2020;Hessen;LK Rheingau-Taunus-Kreis;06439;60+;57677
Ende 2020;Nordrhein-Westfalen;LK Rheinisch-Bergischer Kreis;05378;00-17;47634
Ende 2020;Nordrhein-Westfalen;LK Rheinisch-Bergischer Kreis;05378;18-59;147663
Ende 2020;Nordrhein-Westfalen;LK Rheinisch-Bergischer Kreis;05378;60+;87978
Ende 2020;Bayern;LK Rhön-Grabfeld;09673;00-17;13070
Ende 2020;Bayern;LK Rhön-Grabfeld;09673;18-59;41735
Ende 2020;Bayern;LK Rhön-Grabfeld;09673;60+;24705
Ende 2020;Bayern;LK Rosenheim;09187;00-17;44748
Ende 2020;Bayern;LK Rosenheim;09187;18-59;141689
Ende 2020;Bayern;LK Rosenheim;09187;60+;75284
Ende 2020;Mecklenburg-Vorpommern;LK Rostock;13072;00-17;36170
Ende 2020;Mecklenburg-Vorpommern;LK Rostock;13072;18-59;107324
Ende 2020;Mecklenburg-Vorpommern;LK Rostock;13072;60+;73578
Ende 2020;Niedersachsen;LK Rotenburg (Wümme);03357;00-17;27935
Ende 2020;Niedersachsen;LK Rotenburg (Wümme);03357;18-59;88905
Ende 2020;Niedersachsen;LK Rotenburg (Wümme);03357;60+;47646
Ende 2020;Bayern;LK Roth;09576;00-17;21420
Ende 2020;Bayern;LK Roth;09576;18-59;69080
Ende 2020;Bayern;LK Roth;09576;60+;36668
Ende 2020;Bayern;LK Rottal-Inn;09277;00-17;19790
Ende 2020;Bayern;LK Rottal-Inn;09277;18-59;66278
Ende 2020;Bayern;LK Rottal-Inn;09277;60+;35732
Ende 2020;Baden-Württemberg;LK Rottweil;08325;00-17;24861
Ende 2020;Baden-Württemberg;LK Rottweil;08325;18-59;75276
Ende 2020;Baden-Württemberg;LK Rottweil;08325;60+;40029
Ende 2020;Thüringen;LK Saale-Holzland-Kreis;16074;00-17;12840
Ende 2020;Thüringen;LK Saale-Holzland-Kreis;16074;18-59;40662
Ende 2020;Thüringen;LK Saale-Holzland-Kreis;16074;60+;29314
Ende 2020;Thüringen;LK Saale-Orla-Kreis;16075;00-17;11856
Ende 2020;Thüringen;LK Saale-Orla-Kreis;16075;18-59;38478
Ende 2020;Thüringen;LK Saale-Orla-Kreis;16075;60+;29298
Ende 2020;Sachsen-Anhalt;LK Saalekreis;15088;00-17;28618
Ende 2020;Sachsen-Anhalt;LK Saalekreis;15088;18-59;90882
Ende 2020;Sachsen-Anhalt;LK Saalekreis;15088;60+;63934
Ende 2020;Thüringen;LK Saalfeld-Rudolstadt;16073;00-17;14367
Ende 2020;Thüringen;LK Saalfeld-Rudolstadt;16073;18-59;47985
Ende 2020;Thüringen;LK Saalfeld-Rudolstadt;16073;60+;39787
Ende 2020;Saarland;LK Saarlouis;10044;00-17;29208
Ende 2020;Saarland;LK Saarlouis;10044;18-59;100275
Ende 2020;Saarland;LK Saarlouis;10044;60+;64249
Ende 2020;Saarland;LK Saarpfalz-Kreis;10045;00-17;20648
Ende 2020;Saarland;LK Saarpfalz-Kreis;10045;18-59;72752
Ende 2020;Saarland;LK Saarpfalz-Kreis;10045;60+;48256
Ende 2020;Sachsen-Anhalt;LK Salzlandkreis;15089;00-17;26865
Ende 2020;Sachsen-Anhalt;LK Salzlandkreis;15089;18-59;90748
Ende 2020;Sachsen-Anhalt;LK Salzlandkreis;15089;60+;69844
Ende 2020;Saarland;LK Sankt Wendel;10046;00-17;12174
Ende 2020;Saarland;LK Sankt Wendel;10046;18-59;44388
Ende 2020;Saarland;LK Sankt Wendel;10046;60+;29896
Ende 2020;Niedersachsen;LK Schaumburg;03257;00-17;24850
Ende 2020;Niedersachsen;LK Schaumburg;03257;18-59;82314
Ende 2020;Niedersachsen;LK Schaumburg;03257;60+;51242
Ende 2020;Schleswig-Holstein;LK Schleswig-Flensburg;01059;00-17;34209
Ende 2020;Schleswig-Holstein;LK Schleswig-Flensburg;01059;18-59;104477
Ende 2020;Schleswig-Holstein;LK Schleswig-Flensburg;01059;60+;63961
Ende 2020;Thüringen;LK Schmalkalden-Meiningen;16066;00-17;18275
Ende 2020;Thüringen;LK Schmalkalden-Meiningen;16066;18-59;61060
Ende 2020;Thüringen;LK Schmalkalden-Meiningen;16066;60+;44906
Ende 2020;Hessen;LK Schwalm-Eder-Kreis;06634;00-17;28321
Ende 2020;Hessen;LK Schwalm-Eder-Kreis;06634;18-59;94834
Ende 2020;Hessen;LK Schwalm-Eder-Kreis;06634;60+;56685
Ende 2020;Bayern;LK Schwandorf;09376;00-17;24106
Ende 2020;Bayern;LK Schwandorf;09376;18-59;82256
Ende 2020;Bayern;LK Schwandorf;09376;60+;42115
Ende 2020;Baden-Württemberg;LK Schwarzwald-Baar-Kreis;08326;00-17;36179
Ende 2020;Baden-Württemberg;LK Schwarzwald-Baar-Kreis;08326;18-59;113239
Ende 2020;Baden-Württemberg;LK Schwarzwald-Baar-Kreis;08326;60+;63454
Ende 2020;Bayern;LK Schweinfurt;09678;00-17;19042
Ende 2020;Bayern;LK Schweinfurt;09678;18-59;61683
Ende 2020;Bayern;LK Schweinfurt;09678;60+;34927
Ende 2020;Baden-Württemberg;LK Schwäbisch Hall;08127;00-17;35299
Ende 2020;Baden-Württemberg;LK Schwäbisch Hall;08127;18-59;109411
Ende 2020;Baden-Württemberg;LK Schwäbisch Hall;08127;60+;53150
Ende 2020;Schleswig-Holstein;LK Segeberg;01060;00-17;47229
Ende 2020;Schleswig-Holstein;LK Segeberg;01060;18-59;150253
Ende 2020;Schleswig-Holstein;LK Segeberg;01060;60+;80525
Ende 2020;Nordrhein-Westfalen;LK Siegen-Wittgenstein;05970;00-17;45607
Ende 2020;Nordrhein-Westfalen;LK Siegen-Wittgenstein;05970;18-59;149160
Ende 2020;Nordrhein-Westfalen;LK Siegen-Wittgenstein;05970;60+;80724
Ende 2020;Baden-Württemberg;LK Sigmaringen;08437;00-17;22628
Ende 2020;Baden-Württemberg;LK Sigmaringen;08437;18-59;71170
Ende 2020;Baden-Württemberg;LK Sigmaringen;08437;60+;37148
Ende 2020;Nordrhein-Westfalen;LK Soest;05974;00-17;51057
Ende 2020;Nordrhein-Westfalen;LK Soest;05974;18-59;161415
Ende 2020;Nordrhein-Westfalen;LK Soest;05974;60+;88544
Ende 2020;Thüringen;LK Sonneberg;16072;00-17;7763
Ende 2020;Thüringen;LK Sonneberg;16072;18-59;27681
Ende 2020;Thüringen;LK Sonneberg;16072;60+;21600
Ende 2020;Brandenburg;LK Spree-Neiße;12071;00-17;16323
Ende 2020;Brandenburg;LK Spree-Neiße;12071;18-59;52896
Ende 2020;Brandenburg;LK Spree-Neiße;12071;60+;43792
Ende 2020;Niedersachsen;LK Stade;03359;00-17;36447
Ende 2020;Niedersachsen;LK Stade;03359;18-59;110242
Ende 2020;Niedersachsen;LK Stade;03359;60+;58668
Ende 2020;Saarland;LK Stadtverband Saarbrücken;10041;00-17;49275
Ende 2020;Saarland;LK Stadtverband Saarbrücken;10041;18-59;176341
Ende 2020;Saarland;LK Stadtverband Saarbrücken;10041;60+;101886
Ende 2020;Bayern;LK Starnberg;09188;00-17;24347
Ende 2020;Bayern;LK Starnberg;09188;18-59;71493
Ende 2020;Bayern;LK Starnberg;09188;60+;40770
Ende 2020;Schleswig-Holstein;LK Steinburg;01061;00-17;21024
Ende 2020;Schleswig-Holstein;LK Steinburg;01061;18-59;69596
Ende 2020;Schleswig-Holstein;LK Steinburg;01061;60+;40086
Ende 2020;Nordrhein-Westfalen;LK Steinfurt;05566;00-17;80529
Ende 2020;Nordrhein-Westfalen;LK Steinfurt;05566;18-59;244379
Ende 2020;Nordrhein-Westfalen;LK Steinfurt;05566;60+;123289
Ende 2020;Sachsen-Anhalt;LK Stendal;15090;00-17;16534
Ende 2020;Sachsen-Anhalt;LK Stendal;15090;18-59;54204
Ende 2020;Sachsen-Anhalt;LK Stendal;15090;60+;39747
Ende 2020;Schleswig-Holstein;LK Stormarn;01062;00-17;42570
